mid,event_type,from_team,time
29447,3,dire,4
29448,3,dire,6
29449,3,dire,130
29450,3,dire,106
29451,3,dire,88
29451,6,radiant,389
29451,6,radiant,568
29451,6,radiant,581
29452,3,radiant,79
29453,3,dire,154
29454,3,radiant,18
29455,3,dire,-5
29456,3,radiant,35
29457,3,radiant,-9
29458,3,radiant,75
29459,3,dire,120
29459,5,dire,560
29460,3,radiant,148
29461,3,dire,280
29462,3,radiant,107
29462,6,dire,286
29462,6,dire,374
29462,5,radiant,396
29462,6,dire,514
29462,6,dire,536
29462,6,dire,552
29462,6,dire,577
29462,2,dire,595
29463,3,radiant,192
29464,3,dire,5
29464,6,dire,467
29464,6,dire,585
29466,3,dire,120
29466,6,radiant,600
29467,3,dire,4
29467,6,dire,404
29468,3,radiant,24
29469,3,dire,55
29470,3,dire,144
29471,3,radiant,75
29472,3,dire,99
29473,3,dire,109
29474,6,dire,576
29475,3,dire,7
29475,6,dire,529
29476,3,dire,203
29477,3,radiant,-4
29478,3,radiant,75
29479,3,radiant,113
29480,3,dire,23
29480,6,radiant,597
29481,3,dire,4
29482,3,dire,107
29482,5,dire,354
29483,3,dire,13
29483,6,radiant,587
29484,3,radiant,59
29485,3,dire,1
29486,3,dire,51
29486,6,dire,575
29487,3,radiant,-4
29487,6,dire,537
29487,6,radiant,590
29488,3,radiant,94
29488,5,dire,463
29489,3,dire,80
29490,3,dire,60
29491,3,radiant,202
29492,3,radiant,122
29493,3,dire,14
29494,3,dire,130
29495,3,dire,4
29496,3,dire,117
29497,3,radiant,241
29497,6,dire,458
29498,3,radiant,10
29499,3,dire,318
29500,3,dire,0
29500,4,radiant,565
29500,0,radiant,566
29501,3,dire,184
29501,4,radiant,435
29501,0,radiant,436
29502,3,dire,45
29503,3,dire,122
29504,3,radiant,-8
29505,3,dire,104
29506,3,radiant,10
29507,3,dire,24
29507,6,dire,576
29508,3,radiant,189
29510,3,radiant,31
29511,3,radiant,169
29511,5,radiant,481
29512,3,radiant,134
29513,3,radiant,235
29514,3,dire,41
29515,3,radiant,252
29516,3,radiant,38
29516,6,radiant,557
29517,3,dire,-19
29518,3,dire,77
29519,3,dire,191
29519,6,dire,560
29520,3,dire,4
29521,3,dire,221
29522,3,dire,7
29522,6,dire,576
29523,3,dire,110
29524,3,dire,105
29524,6,dire,548
29525,3,dire,4
29526,3,dire,289
29527,3,radiant,175
29527,6,radiant,477
29528,3,dire,5
29529,3,dire,208
29530,3,radiant,5
29530,6,dire,590
29531,3,dire,62
29531,6,radiant,506
29532,3,radiant,356
29533,3,radiant,126
29534,3,radiant,146
29535,3,dire,-6
29536,3,radiant,75
29536,6,dire,587
29537,3,dire,15
29538,3,radiant,314
29539,3,dire,126
29540,3,dire,163
29541,3,radiant,6
29542,3,radiant,2
29543,3,dire,15
29544,3,radiant,299
29544,0,dire,564
29544,4,dire,564
29545,3,dire,74
29546,3,dire,2
29546,6,dire,531
29547,3,radiant,86
29548,3,radiant,46
29548,5,radiant,478
29549,3,dire,-4
29550,3,dire,76
29550,6,dire,522
29550,6,dire,572
29551,3,radiant,77
29551,6,radiant,442
29552,3,radiant,15
29552,6,radiant,481
29553,3,dire,8
29554,3,dire,5
29555,3,radiant,133
29556,3,radiant,104
29557,3,radiant,-7
29558,3,dire,136
29558,6,dire,494
29558,6,dire,557
29559,3,dire,-5
29560,3,radiant,141
29561,3,dire,197
29562,3,dire,72
29563,3,radiant,11
29563,6,radiant,526
29564,3,radiant,11
29565,3,dire,8
29565,6,dire,515
29566,3,dire,5
29567,3,dire,162
29568,3,dire,13
29569,3,radiant,111
29569,6,radiant,551
29570,3,dire,6
29571,3,dire,109
29572,3,radiant,53
29573,3,radiant,178
29574,3,dire,48
29575,3,radiant,3
29576,3,dire,88
29577,3,dire,21
29577,6,dire,587
29578,3,radiant,194
29579,3,radiant,5
29580,3,radiant,164
29581,3,dire,7
29581,6,radiant,565
29582,3,dire,154
29582,6,radiant,530
29583,3,dire,152
29584,3,radiant,8
29585,3,dire,7
29586,3,radiant,158
29587,3,radiant,54
29588,3,dire,9
29588,6,radiant,339
29588,6,radiant,537
29589,3,dire,233
29591,3,dire,203
29592,3,radiant,144
29592,5,dire,569
29594,3,radiant,56
29595,6,dire,385
29596,3,radiant,21
29597,3,radiant,117
29597,6,dire,510
29598,3,radiant,11
29599,3,dire,351
29600,3,dire,111
29601,3,dire,121
29601,6,radiant,598
29602,3,radiant,94
29602,6,radiant,492
29602,6,radiant,529
29603,3,radiant,54
29604,3,dire,284
29605,3,radiant,-8
29606,3,radiant,-1
29607,3,radiant,307
29608,3,radiant,301
29609,3,dire,142
29610,3,radiant,-4
29610,6,radiant,570
29611,3,dire,72
29612,3,dire,26
29612,6,dire,588
29613,3,dire,30
29614,3,radiant,-7
29614,0,dire,416
29614,4,dire,416
29615,3,dire,117
29616,3,dire,204
29617,3,dire,261
29617,6,radiant,596
29618,3,dire,8
29619,3,dire,0
29620,3,radiant,-7
29620,6,dire,530
29620,5,radiant,569
29621,3,dire,21
29622,3,radiant,380
29623,3,radiant,159
29624,3,dire,162
29625,3,dire,109
29625,6,dire,553
29625,5,dire,588
29626,3,dire,5
29626,6,dire,401
29627,3,dire,8
29628,3,dire,6
29629,3,dire,104
29629,6,dire,460
29630,3,radiant,2
29630,6,radiant,468
29631,3,dire,5
29631,6,radiant,543
29632,3,radiant,-1
29633,3,radiant,4
29633,6,dire,585
29634,3,radiant,330
29634,6,dire,516
29635,3,radiant,67
29636,3,radiant,173
29637,3,radiant,8
29637,6,dire,507
29638,3,dire,49
29638,6,dire,512
29639,3,dire,274
29639,4,dire,422
29639,0,dire,422
29640,3,radiant,132
29640,6,radiant,556
29641,3,dire,12
29641,6,dire,393
29642,3,dire,11
29643,3,radiant,276
29644,3,dire,96
29645,3,radiant,93
29646,3,radiant,75
29647,3,dire,133
29648,3,dire,97
29648,6,radiant,522
29649,3,dire,24
29650,3,dire,52
29651,3,dire,171
29652,3,dire,190
29652,6,dire,314
29652,6,dire,587
29653,3,radiant,163
29654,3,dire,137
29655,3,dire,44
29656,3,dire,31
29656,6,dire,473
29656,6,dire,573
29657,3,radiant,55
29658,3,dire,8
29659,3,radiant,162
29659,6,radiant,588
29660,3,radiant,139
29661,3,dire,1
29662,3,radiant,277
29663,3,dire,92
29663,6,radiant,547
29664,3,dire,24
29664,6,dire,574
29665,3,dire,151
29666,3,radiant,71
29667,3,radiant,160
29668,3,dire,80
29669,3,radiant,107
29670,3,dire,352
29670,5,dire,506
29671,3,radiant,135
29672,3,radiant,23
29672,5,dire,578
29673,3,radiant,103
29674,3,dire,2
29675,3,dire,9
29676,3,radiant,93
29677,3,radiant,415
29678,3,dire,14
29678,6,radiant,576
29679,3,radiant,384
29680,3,dire,-9
29681,3,dire,5
29681,6,radiant,296
29682,3,dire,41
29684,3,radiant,3
29685,3,radiant,7
29685,6,radiant,320
29686,3,dire,1
29687,3,dire,55
29688,3,radiant,7
29689,3,dire,14
29690,3,radiant,13
29691,3,dire,-4
29692,3,radiant,1
29693,3,dire,195
29694,3,radiant,48
29694,6,radiant,580
29695,3,radiant,4
29695,6,dire,565
29696,3,radiant,58
29696,6,radiant,566
29697,3,dire,-15
29698,3,radiant,7
29698,6,radiant,582
29699,3,dire,281
29699,5,dire,487
29700,3,dire,135
29701,3,radiant,98
29702,3,dire,-8
29702,6,radiant,518
29703,3,radiant,198
29703,6,radiant,549
29704,3,radiant,-1
29704,6,radiant,470
29705,3,dire,5
29706,3,radiant,9
29707,3,dire,8
29708,3,radiant,35
29709,3,dire,-6
29710,3,dire,49
29711,3,dire,152
29712,3,dire,179
29712,6,dire,600
29713,3,radiant,9
29714,3,radiant,11
29714,6,dire,268
29715,3,dire,5
29716,3,radiant,83
29717,3,dire,273
29718,3,radiant,58
29718,6,radiant,583
29719,3,dire,4
29719,5,dire,395
29719,6,radiant,501
29720,3,dire,110
29720,6,dire,531
29721,3,dire,10
29721,5,dire,512
29722,3,dire,177
29723,3,radiant,78
29724,3,dire,60
29725,3,radiant,157
29726,3,dire,151
29727,3,dire,1
29728,3,radiant,-4
29729,3,radiant,2
29729,6,radiant,564
29730,3,dire,49
29731,3,dire,89
29731,6,dire,536
29732,3,radiant,128
29733,3,dire,78
29735,3,radiant,-6
29736,3,radiant,-12
29736,6,radiant,437
29737,3,dire,75
29738,3,radiant,3
29739,3,radiant,9
29740,3,radiant,48
29741,3,dire,12
29741,6,dire,591
29742,3,dire,11
29743,3,dire,270
29745,3,radiant,130
29746,3,dire,266
29747,3,radiant,161
29748,3,dire,-14
29748,6,dire,194
29748,6,dire,397
29748,6,dire,471
29748,6,dire,591
29749,3,dire,8
29749,6,dire,553
29750,3,radiant,-1
29750,6,radiant,523
29750,6,radiant,551
29751,3,radiant,44
29751,6,radiant,588
29752,3,radiant,78
29753,3,dire,13
29754,3,dire,424
29755,3,radiant,359
29756,3,radiant,147
29756,4,radiant,520
29756,0,radiant,520
29757,3,dire,74
29758,3,dire,74
29759,3,dire,170
29760,3,dire,115
29761,3,dire,197
29762,3,radiant,79
29762,6,dire,554
29762,6,radiant,559
29762,5,dire,598
29763,3,radiant,17
29763,6,dire,438
29763,6,dire,501
29764,3,radiant,40
29765,3,radiant,87
29765,6,radiant,487
29766,3,dire,5
29767,3,radiant,8
29768,3,dire,189
29768,6,radiant,562
29769,3,radiant,284
29770,3,radiant,10
29771,3,dire,50
29772,3,dire,72
29773,3,radiant,30
29774,3,dire,164
29775,3,radiant,58
29775,6,radiant,334
29776,3,radiant,101
29776,6,radiant,501
29776,6,radiant,557
29777,3,dire,238
29778,3,radiant,52
29779,3,dire,-8
29780,3,radiant,30
29781,3,dire,9
29782,3,radiant,1
29783,3,radiant,329
29784,3,dire,70
29785,3,radiant,19
29786,3,dire,173
29787,3,radiant,12
29787,6,dire,588
29788,3,radiant,118
29788,6,dire,534
29789,3,radiant,11
29790,3,dire,289
29791,3,dire,-4
29792,3,radiant,5
29792,6,radiant,578
29792,6,dire,600
29793,3,dire,97
29794,3,dire,9
29794,6,dire,376
29795,3,radiant,5
29795,6,dire,458
29796,3,dire,54
29796,5,dire,517
29797,3,radiant,25
29797,6,radiant,594
29798,3,radiant,136
29798,6,dire,518
29799,3,radiant,173
29800,3,dire,97
29800,6,dire,468
29801,3,dire,223
29802,3,radiant,7
29802,6,radiant,531
29803,3,radiant,3
29804,3,dire,9
29805,6,dire,531
29806,3,dire,93
29806,6,dire,558
29806,4,radiant,558
29806,0,radiant,558
29807,3,dire,72
29807,6,dire,570
29808,3,dire,51
29809,3,radiant,255
29810,3,dire,195
29811,3,dire,143
29812,3,dire,18
29813,3,radiant,160
29813,5,radiant,419
29814,3,radiant,60
29815,3,dire,75
29816,3,radiant,60
29817,3,radiant,157
29817,6,radiant,471
29817,5,dire,515
29818,3,dire,2
29819,3,radiant,107
29820,3,dire,13
29821,3,radiant,401
29822,3,dire,68
29823,3,radiant,150
29823,6,radiant,544
29824,3,dire,8
29825,3,radiant,383
29825,6,dire,521
29826,3,radiant,388
29827,3,radiant,2
29827,6,radiant,562
29827,6,radiant,593
29828,3,radiant,4
29829,3,dire,12
29830,3,radiant,270
29831,3,radiant,18
29831,6,dire,593
29832,3,radiant,132
29833,3,dire,214
29834,3,dire,113
29835,3,dire,105
29836,3,radiant,75
29836,6,radiant,406
29836,0,dire,508
29836,4,dire,508
29837,3,radiant,3
29838,3,dire,-18
29839,3,dire,80
29840,3,dire,6
29841,3,dire,7
29842,3,radiant,139
29842,6,radiant,404
29843,3,radiant,240
29843,6,radiant,458
29843,6,radiant,555
29843,6,radiant,579
29844,3,dire,191
29845,3,dire,88
29846,3,dire,-25
29847,3,radiant,95
29848,3,radiant,126
29849,3,radiant,100
29850,3,radiant,131
29851,3,dire,105
29851,6,dire,515
29852,3,dire,51
29853,3,radiant,4
29853,6,dire,578
29854,3,dire,137
29854,6,radiant,542
29855,3,radiant,65
29856,3,radiant,4
29857,3,radiant,67
29858,3,radiant,342
29859,3,dire,144
29860,3,dire,83
29861,3,radiant,49
29862,3,dire,11
29862,6,radiant,538
29863,3,dire,75
29863,6,dire,506
29864,3,radiant,112
29864,6,radiant,411
29865,3,radiant,103
29865,6,radiant,577
29866,3,radiant,-7
29867,3,dire,203
29868,3,dire,5
29869,3,dire,104
29870,3,dire,118
29870,5,dire,528
29871,3,dire,81
29872,3,radiant,43
29873,3,dire,-15
29874,3,radiant,132
29874,5,dire,570
29875,3,dire,128
29876,3,radiant,10
29877,3,radiant,6
29877,6,radiant,587
29878,3,radiant,77
29880,3,dire,-9
29881,3,dire,90
29882,3,radiant,-1
29883,3,radiant,149
29883,6,radiant,520
29884,3,dire,25
29885,3,dire,32
29885,4,radiant,488
29885,0,radiant,493
29886,3,radiant,8
29887,3,radiant,126
29888,3,radiant,237
29889,3,dire,117
29890,3,radiant,229
29890,6,radiant,504
29891,3,radiant,1
29892,3,dire,182
29893,3,radiant,593
29894,3,radiant,6
29894,6,radiant,363
29896,3,dire,0
29897,3,dire,91
29898,3,dire,181
29899,3,dire,79
29900,3,radiant,77
29901,3,dire,173
29901,6,radiant,591
29902,3,radiant,106
29903,3,radiant,-5
29904,3,dire,160
29904,6,radiant,419
29905,3,dire,117
29905,6,dire,250
29906,3,radiant,114
29907,3,dire,172
29908,3,dire,2
29909,3,radiant,9
29909,6,dire,592
29910,3,radiant,78
29911,3,dire,145
29912,3,radiant,2
29912,5,dire,476
29913,3,dire,32
29914,3,radiant,132
29915,3,radiant,115
29916,3,radiant,15
29916,6,radiant,590
29917,3,radiant,61
29918,3,radiant,212
29919,3,dire,67
29920,3,radiant,141
29920,6,dire,383
29921,3,dire,61
29921,6,radiant,559
29922,3,radiant,13
29922,5,radiant,514
29923,3,dire,9
29924,3,radiant,185
29925,3,dire,5
29925,6,dire,556
29926,3,dire,8
29927,3,dire,-2
29929,3,dire,17
29929,6,dire,559
29930,3,dire,130
29930,6,dire,460
29931,3,dire,163
29931,6,dire,498
29932,3,radiant,117
29933,3,radiant,115
29933,6,radiant,432
29933,6,radiant,533
29934,3,radiant,145
29935,3,dire,106
29936,6,radiant,444
29937,3,radiant,7
29938,3,dire,289
29939,3,dire,136
29940,3,radiant,88
29941,3,radiant,8
29942,3,radiant,157
29942,6,dire,583
29943,3,dire,7
29944,3,radiant,9
29944,6,radiant,592
29945,3,dire,545
29946,3,dire,99
29947,3,radiant,162
29948,3,dire,166
29949,3,dire,105
29950,3,dire,2
29951,3,dire,-10
29951,6,radiant,468
29952,3,dire,18
29952,5,radiant,533
29953,3,dire,-19
29954,3,radiant,152
29955,3,radiant,-6
29956,3,dire,-10
29956,6,dire,578
29957,3,dire,105
29958,3,dire,1
29958,6,dire,589
29959,3,dire,7
29960,3,radiant,84
29961,3,dire,108
29961,6,dire,472
29962,3,radiant,-2
29962,6,radiant,383
29962,6,radiant,492
29963,3,dire,76
29963,6,radiant,569
29964,3,dire,352
29965,3,radiant,236
29966,3,radiant,5
29967,3,radiant,209
29968,3,radiant,204
29968,6,radiant,554
29970,3,radiant,149
29971,3,radiant,-8
29971,6,radiant,560
29972,3,dire,152
29973,3,dire,68
29974,3,radiant,2
29974,6,radiant,404
29974,6,radiant,553
29975,3,dire,137
29977,3,radiant,7
29978,3,dire,16
29979,3,dire,1
29979,6,radiant,520
29980,3,radiant,6
29981,3,dire,47
29982,3,radiant,163
29983,3,radiant,64
29984,3,dire,19
29985,3,radiant,12
29985,5,radiant,581
29986,3,dire,124
29987,3,dire,158
29987,4,dire,338
29987,0,dire,339
29988,3,dire,297
29989,3,dire,66
29990,3,dire,69
29990,6,radiant,541
29991,3,dire,-6
29992,3,radiant,72
29993,3,radiant,282
29993,5,dire,559
29994,3,dire,2
29995,3,dire,3
29996,3,radiant,29
29997,3,dire,17
29998,3,radiant,249
29999,3,dire,501
30000,3,radiant,222
30000,5,dire,453
30001,3,dire,82
30001,6,dire,517
30002,3,dire,-13
30002,5,dire,561
30003,3,dire,81
30004,3,radiant,48
30004,5,radiant,586
30005,3,dire,83
30006,3,radiant,269
30006,6,dire,586
30007,3,radiant,386
30007,6,dire,527
30007,6,radiant,563
30008,3,radiant,6
30009,3,radiant,65
30010,3,dire,146
30010,6,radiant,513
30011,3,dire,77
30012,3,dire,195
30013,3,dire,17
30014,3,radiant,58
30015,3,dire,14
30016,3,radiant,-24
30017,3,dire,8
30018,3,dire,-13
30019,3,radiant,7
30020,3,dire,-6
30020,6,dire,510
30020,5,dire,511
30021,3,radiant,64
30021,6,radiant,361
30022,3,dire,4
30022,6,radiant,459
30022,6,radiant,591
30023,3,dire,8
30024,3,radiant,1
30025,3,dire,42
30025,6,radiant,584
30026,3,dire,31
30027,3,radiant,248
30027,6,radiant,517
30028,3,radiant,-7
30029,3,dire,158
30030,3,radiant,-2
30031,3,radiant,12
30031,6,dire,579
30032,3,radiant,98
30033,3,dire,218
30033,6,dire,382
30033,6,dire,557
30034,3,radiant,114
30035,3,dire,96
30036,3,radiant,100
30037,3,dire,4
30037,5,radiant,515
30037,6,radiant,523
30038,3,dire,48
30039,3,radiant,43
30039,6,dire,580
30040,3,radiant,-13
30040,6,radiant,566
30041,3,dire,75
30041,6,radiant,521
30041,6,dire,563
30042,3,radiant,22
30042,6,radiant,570
30043,3,dire,128
30044,3,dire,1
30045,3,radiant,290
30046,3,radiant,3
30046,6,radiant,465
30047,3,dire,7
30048,3,radiant,184
30048,4,radiant,588
30048,0,radiant,588
30049,3,dire,19
30050,3,radiant,288
30051,3,radiant,168
30051,6,dire,412
30052,3,radiant,192
30052,5,dire,595
30053,3,dire,148
30054,3,dire,14
30054,6,dire,427
30055,3,radiant,8
30056,3,dire,11
30057,3,dire,60
30057,6,dire,495
30058,3,dire,209
30059,3,dire,39
30059,6,radiant,516
30060,3,dire,117
30061,3,dire,247
30062,3,radiant,41
30063,3,dire,118
30064,3,dire,85
30065,3,radiant,161
30065,6,radiant,546
30066,3,radiant,46
30067,3,dire,7
30068,3,radiant,66
30068,6,radiant,524
30070,3,radiant,1
30071,3,dire,4
30071,6,dire,421
30072,3,dire,5
30073,3,radiant,205
30074,3,radiant,77
30074,6,radiant,563
30074,6,dire,583
30075,3,radiant,196
30076,3,radiant,-6
30077,3,dire,169
30078,3,radiant,163
30079,3,radiant,120
30080,3,dire,257
30081,3,dire,6
30082,3,dire,19
30083,3,radiant,99
30084,3,dire,37
30085,3,dire,175
30086,3,radiant,-12
30086,6,dire,549
30087,3,radiant,53
30087,6,radiant,566
30088,3,radiant,82
30089,3,dire,7
30090,3,radiant,162
30091,3,radiant,282
30093,3,radiant,360
30094,3,dire,281
30095,3,dire,85
30096,3,radiant,247
30096,6,radiant,531
30096,6,dire,553
30097,3,dire,80
30098,3,dire,-23
30099,3,radiant,74
30100,3,radiant,241
30101,3,radiant,152
30102,3,dire,55
30103,3,dire,245
30104,3,radiant,18
30105,3,dire,118
30106,3,dire,11
30107,3,dire,315
30108,3,dire,158
30109,3,dire,155
30109,6,dire,454
30110,3,radiant,4
30110,6,radiant,556
30111,3,dire,5
30112,3,dire,139
30113,3,dire,143
30114,3,radiant,104
30115,3,dire,147
30115,6,dire,590
30116,3,radiant,53
30117,3,radiant,194
30118,3,radiant,125
30118,6,dire,469
30119,3,dire,153
30120,3,dire,226
30120,4,radiant,545
30120,1,dire,546
30121,3,dire,53
30121,6,dire,397
30121,6,dire,529
30122,3,dire,11
30123,3,dire,79
30124,3,dire,63
30125,3,dire,142
30125,6,dire,541
30126,3,dire,52
30126,4,radiant,594
30126,0,radiant,595
30127,3,dire,74
30127,5,dire,566
30128,3,radiant,98
30129,3,radiant,6
30130,3,radiant,116
30131,3,dire,3
30132,3,dire,150
30132,6,radiant,474
30133,3,radiant,96
30133,6,radiant,591
30134,3,radiant,4
30135,3,dire,51
30136,3,radiant,-3
30136,6,radiant,488
30137,3,dire,72
30138,3,dire,60
30139,3,radiant,140
30140,3,radiant,81
30140,6,dire,505
30141,3,radiant,160
30142,3,radiant,97
30143,3,radiant,2
30143,6,radiant,372
30144,3,dire,165
30145,3,radiant,2
30145,6,radiant,522
30146,3,dire,0
30147,3,dire,5
30148,3,radiant,4
30149,3,dire,142
30150,3,radiant,157
30151,3,radiant,-15
30152,3,radiant,4
30153,3,radiant,448
30153,6,radiant,594
30154,3,radiant,24
30154,6,radiant,598
30155,3,radiant,64
30155,6,radiant,561
30156,3,radiant,6
30157,3,dire,99
30158,3,radiant,13
30158,6,dire,510
30159,3,dire,-25
30160,3,radiant,21
30161,3,dire,18
30161,6,dire,589
30162,3,radiant,177
30163,3,dire,140
30163,6,dire,545
30164,3,dire,128
30165,3,radiant,-2
30166,3,dire,77
30166,6,radiant,560
30167,3,dire,195
30167,0,radiant,476
30167,4,radiant,476
30168,3,dire,33
30168,6,dire,592
30169,3,dire,74
30169,6,dire,463
30170,3,radiant,53
30170,6,radiant,575
30171,3,radiant,13
30172,3,radiant,193
30173,3,radiant,116
30173,5,dire,466
30174,3,radiant,228
30174,6,radiant,568
30175,3,dire,52
30176,3,dire,-1
30177,3,radiant,152
30178,3,radiant,-2
30179,3,radiant,101
30180,3,radiant,355
30181,3,dire,372
30181,4,dire,540
30181,0,dire,541
30182,3,dire,8
30182,5,radiant,591
30183,3,dire,439
30183,5,radiant,478
30184,3,radiant,3
30184,5,radiant,506
30185,3,dire,92
30185,6,radiant,495
30185,6,radiant,551
30186,3,radiant,146
30187,3,radiant,9
30187,6,radiant,481
30187,6,dire,512
30188,3,radiant,-2
30189,3,radiant,119
30190,3,radiant,66
30191,3,radiant,27
30192,3,radiant,288
30193,3,radiant,2
30194,3,radiant,138
30195,3,dire,158
30196,3,radiant,-4
30196,6,dire,500
30197,3,dire,5
30198,3,dire,35
30198,5,dire,526
30199,3,radiant,100
30199,5,dire,509
30200,3,radiant,180
30201,3,dire,5
30201,6,dire,417
30202,3,radiant,98
30202,6,dire,529
30203,3,radiant,78
30204,3,dire,3
30205,3,radiant,137
30206,3,dire,8
30207,3,dire,263
30208,3,radiant,20
30209,3,radiant,11
30209,5,radiant,562
30210,3,dire,159
30210,6,dire,575
30211,3,radiant,91
30211,5,dire,551
30212,3,dire,9
30213,3,radiant,74
30214,3,dire,-24
30215,3,radiant,-15
30216,3,radiant,11
30217,3,dire,52
30218,3,dire,442
30219,3,radiant,120
30219,6,radiant,529
30220,3,dire,135
30220,6,radiant,580
30221,3,dire,105
30222,3,radiant,178
30223,3,radiant,19
30224,3,radiant,18
30225,3,radiant,173
30226,3,dire,5
30227,3,dire,89
30228,3,dire,8
30229,3,radiant,6
30230,3,dire,235
30231,3,radiant,132
30232,3,dire,238
30233,3,dire,206
30234,3,radiant,333
30234,6,dire,340
30234,6,radiant,527
30235,3,dire,380
30235,6,dire,511
30236,3,radiant,122
30236,6,radiant,565
30237,3,dire,23
30237,6,radiant,560
30238,3,dire,497
30239,3,dire,15
30240,3,radiant,127
30240,6,dire,388
30240,6,radiant,561
30241,3,dire,47
30242,3,dire,226
30242,6,dire,548
30242,6,dire,580
30243,3,radiant,10
30244,3,dire,151
30245,3,radiant,2
30246,3,radiant,131
30247,3,dire,104
30248,3,radiant,-2
30249,3,dire,94
30250,3,dire,14
30251,3,dire,92
30252,3,radiant,0
30253,3,dire,173
30254,3,radiant,228
30255,3,radiant,63
30255,6,dire,416
30256,3,radiant,6
30257,3,radiant,94
30257,6,dire,234
30257,6,dire,324
30257,5,radiant,536
30257,6,radiant,537
30258,3,dire,6
30259,3,radiant,5
30260,3,radiant,15
30261,3,dire,15
30262,3,radiant,95
30262,5,dire,485
30263,3,radiant,146
30264,3,radiant,321
30265,3,dire,75
30266,3,dire,300
30267,3,radiant,205
30267,6,radiant,531
30268,3,radiant,139
30268,6,radiant,563
30269,3,dire,65
30269,6,dire,557
30270,3,radiant,155
30271,3,radiant,66
30272,3,radiant,15
30274,3,dire,206
30274,6,dire,484
30275,3,dire,4
30276,3,dire,20
30277,3,dire,121
30278,3,radiant,9
30279,3,radiant,106
30279,6,radiant,507
30280,3,radiant,229
30281,3,radiant,137
30281,4,dire,346
30281,0,dire,346
30282,3,dire,268
30282,6,dire,597
30283,3,dire,10
30284,3,radiant,123
30284,6,radiant,586
30285,3,dire,34
30286,3,radiant,118
30286,6,radiant,563
30286,6,radiant,567
30287,3,dire,87
30287,6,radiant,588
30288,3,radiant,89
30289,3,radiant,99
30290,3,dire,0
30291,3,radiant,148
30291,6,dire,454
30292,3,radiant,137
30292,6,radiant,542
30293,3,radiant,-2
30294,3,radiant,166
30294,5,radiant,516
30294,6,radiant,546
30295,3,dire,130
30296,3,radiant,121
30297,3,radiant,13
30297,6,radiant,529
30298,3,dire,176
30298,6,radiant,435
30299,3,dire,4
30300,3,dire,125
30301,3,dire,80
30302,3,dire,114
30302,6,dire,532
30303,0,dire,-5
30303,4,dire,-5
30303,3,dire,6
30304,3,radiant,72
30305,3,radiant,123
30306,3,radiant,5
30306,6,dire,414
30307,3,radiant,5
30308,3,radiant,4
30308,6,dire,564
30309,3,dire,162
30310,3,dire,104
30311,3,radiant,81
30312,3,dire,81
30312,6,dire,491
30313,3,radiant,5
30313,6,dire,572
30314,3,dire,167
30314,6,radiant,485
30315,3,dire,65
30315,6,radiant,554
30316,3,radiant,327
30317,3,dire,199
30317,0,dire,441
30317,4,dire,441
30317,6,dire,549
30318,3,radiant,7
30319,3,dire,-3
30320,3,dire,258
30321,3,radiant,8
30322,3,radiant,2
30323,3,radiant,69
30324,3,dire,-5
30324,6,dire,513
30325,3,radiant,113
30326,3,radiant,162
30327,3,dire,44
30328,3,dire,197
30329,3,dire,95
30330,3,dire,137
30330,6,radiant,549
30331,3,dire,57
30331,6,dire,552
30332,3,dire,27
30333,3,radiant,282
30334,3,dire,13
30335,3,dire,88
30335,6,radiant,432
30336,3,radiant,10
30337,3,dire,53
30338,3,radiant,158
30339,3,dire,299
30340,3,dire,-3
30341,3,radiant,137
30342,3,dire,144
30343,3,dire,2
30344,3,radiant,11
30344,6,radiant,577
30345,3,radiant,3
30345,6,radiant,524
30346,3,radiant,83
30347,3,dire,282
30348,3,dire,138
30349,3,radiant,0
30349,6,radiant,482
30350,3,radiant,82
30351,3,radiant,52
30352,3,radiant,-3
30352,6,radiant,517
30353,3,radiant,107
30353,4,dire,501
30353,0,dire,502
30354,3,dire,7
30355,3,dire,284
30356,3,radiant,12
30356,6,dire,294
30356,6,dire,576
30357,3,radiant,75
30358,3,dire,21
30358,6,dire,529
30359,3,radiant,107
30359,6,radiant,547
30360,3,dire,227
30360,6,radiant,487
30361,3,radiant,34
30362,3,dire,53
30362,6,radiant,529
30363,3,dire,53
30364,3,radiant,179
30364,6,dire,581
30365,3,radiant,137
30366,3,dire,7
30367,3,radiant,290
30368,3,radiant,99
30368,6,radiant,595
30369,3,radiant,49
30370,3,radiant,1
30371,3,dire,80
30371,5,radiant,457
30372,3,dire,-15
30372,6,dire,570
30373,3,dire,-11
30373,6,radiant,561
30374,3,radiant,159
30375,3,radiant,2
30376,3,radiant,9
30377,3,radiant,138
30377,6,radiant,518
30378,3,radiant,5
30379,3,dire,342
30379,6,radiant,380
30380,3,radiant,106
30381,3,radiant,-12
30381,6,radiant,573
30382,3,dire,105
30383,3,radiant,56
30384,3,dire,87
30384,6,radiant,592
30385,3,dire,8
30386,3,radiant,260
30387,3,dire,129
30387,6,dire,384
30388,3,radiant,265
30389,3,dire,226
30390,3,dire,4
30390,6,radiant,568
30391,3,radiant,118
30392,3,radiant,121
30393,3,radiant,146
30394,3,dire,3
30395,3,dire,4
30396,3,dire,28
30397,3,dire,10
30398,3,radiant,278
30399,3,radiant,1
30400,3,dire,1
30401,3,dire,13
30401,6,dire,497
30402,3,radiant,205
30403,3,radiant,82
30403,6,radiant,583
30404,3,dire,138
30405,3,radiant,6
