mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
20166,45,19,74,64,56,75,86,3,91,82
20167,71,64,92,72,91,107,75,40,3,31
20168,48,19,57,74,64,100,82,66,47,34
20169,17,46,89,9,109,11,31,40,60,3
20170,17,67,24,40,73,94,68,88,8,20
20171,64,82,70,75,66,52,40,45,11,97
20172,71,13,109,75,1,72,69,8,108,104
20173,64,29,93,104,17,82,60,86,71,74
20174,64,39,67,40,110,19,22,100,75,42
20175,101,44,15,103,109,90,34,31,67,91
20176,109,29,73,19,15,1,72,39,89,75
20177,22,66,64,46,69,1,94,15,96,45
20178,101,72,110,104,61,96,11,21,8,70
20179,19,96,95,70,38,103,69,92,45,101
20180,110,86,73,6,24,68,26,25,109,105
20181,59,90,81,15,2,32,91,1,49,69
20182,24,89,69,76,1,101,68,31,99,17
20183,60,54,17,74,96,15,42,86,89,64
20184,75,15,102,19,86,11,72,4,64,3
20185,94,24,107,7,101,69,110,33,56,32
20186,59,25,68,5,56,75,20,17,61,71
20187,50,27,17,34,8,11,94,74,105,88
20188,15,19,24,71,74,64,49,3,5,86
20189,29,110,47,34,81,89,101,76,15,69
20190,64,59,101,68,94,47,5,20,84,32
20191,69,101,44,15,50,64,19,29,42,80
20192,14,24,91,50,52,8,66,77,89,31
20193,50,102,64,15,108,100,75,81,93,1
20194,19,34,101,69,55,24,95,39,82,94
20195,32,53,88,81,71,31,15,40,42,9
20196,81,29,8,64,18,110,74,109,25,89
20197,75,86,40,22,26,76,31,19,74,59
20198,87,45,50,110,97,16,58,15,65,66
20199,69,4,72,24,16,70,86,107,75,8
20200,64,94,104,32,20,59,40,46,48,47
20201,110,65,76,71,32,78,103,75,94,86
20202,71,24,40,101,92,66,110,19,72,75
20203,29,87,57,71,64,59,40,70,91,24
20204,24,43,64,94,61,28,11,104,33,99
20205,16,72,21,69,76,89,3,71,64,102
20206,81,94,73,61,1,34,75,82,108,4
20207,95,32,64,40,24,39,110,72,109,4
20208,84,104,64,48,69,96,74,40,37,8
20209,1,24,91,74,16,13,5,86,72,10
20210,67,81,48,35,68,104,44,101,3,13
20211,67,12,79,76,75,101,37,39,104,3
20212,39,74,87,67,34,29,64,91,15,94
20213,42,57,64,84,98,82,107,68,71,19
20214,28,1,40,15,38,106,82,26,66,68
20215,3,29,109,15,71,24,108,32,67,38
20216,15,69,50,11,68,74,104,64,94,89
20217,65,90,94,3,24,39,19,1,99,15
20218,91,32,75,104,34,86,58,24,11,99
20219,11,67,57,60,92,81,9,99,27,39
20220,24,8,47,91,55,39,82,59,17,34
20221,15,90,59,91,11,39,108,74,65,69
20222,5,65,67,1,11,29,47,76,57,64
20223,69,45,49,104,64,31,39,108,9,107
20224,81,23,24,21,82,70,104,19,8,15
20225,8,84,15,40,25,77,82,17,91,29
20226,3,47,5,71,96,57,87,109,58,64
20227,25,61,64,3,94,85,1,86,40,72
20228,86,53,32,15,110,82,96,64,29,24
20229,15,91,31,67,12,45,89,65,76,69
20230,64,39,65,96,3,68,6,73,19,1
20231,91,18,101,13,8,94,64,75,109,12
20232,89,66,11,57,64,41,94,104,72,34
20233,82,109,15,101,31,94,99,16,65,68
20234,40,103,47,75,72,39,53,15,86,94
20235,59,43,94,30,8,15,20,57,40,35
20236,15,70,3,91,50,82,64,109,104,94
20237,47,69,17,8,15,104,91,55,75,22
20238,15,69,65,76,72,20,71,5,26,78
20239,20,19,1,71,65,70,55,66,101,13
20240,1,73,85,39,99,14,90,47,58,97
20241,101,32,23,11,38,75,3,26,35,22
20242,19,104,15,99,72,82,60,89,3,64
20243,69,15,59,102,60,74,104,64,80,75
20244,103,94,104,65,15,11,76,57,69,20
20245,3,19,11,86,24,60,81,70,82,74
20246,69,2,88,96,34,110,24,104,3,82
20247,42,75,104,57,2,82,81,8,67,15
20248,40,19,37,34,12,29,66,71,91,74
20249,19,8,81,10,3,24,109,29,99,96
20250,15,19,65,40,42,39,43,82,71,66
20251,1,104,76,24,58,39,82,34,11,91
20252,76,21,15,70,32,101,96,34,110,90
20253,34,1,59,32,91,103,24,31,43,41
20254,66,65,11,29,40,64,47,48,82,81
20255,97,66,59,1,45,75,76,67,31,30
20256,46,25,32,104,82,29,1,15,48,40
20257,55,86,29,24,89,94,82,19,15,64
20258,55,45,75,60,20,86,64,29,1,32
20259,52,94,60,76,8,61,72,50,49,74
20260,102,19,32,15,89,72,67,24,81,39
20261,60,69,94,29,75,15,91,27,72,67
20262,14,91,67,109,11,24,34,71,69,81
20263,3,75,34,60,6,59,15,62,26,101
20264,32,17,54,97,1,101,35,69,104,41
20265,40,66,8,47,31,81,58,69,6,70
20266,91,34,72,26,77,65,19,35,54,86
20267,24,20,17,73,16,74,94,57,33,64
20268,109,108,20,1,27,64,67,45,19,101
20269,12,64,41,76,70,86,5,15,20,31
20270,104,28,74,66,29,100,15,1,67,92
20271,34,65,40,76,75,50,58,13,74,8
20272,76,8,3,96,52,59,109,65,19,24
20273,34,20,73,77,17,26,30,64,29,50
20274,67,19,105,17,81,31,38,68,89,24
20275,42,31,35,50,32,16,82,3,30,19
20276,99,8,18,49,101,64,13,104,89,82
20277,64,34,88,29,86,47,27,72,19,81
20278,48,86,59,10,69,20,94,67,3,66
20279,30,67,59,35,69,81,36,14,40,46
20280,8,77,57,109,101,31,13,71,94,91
20281,39,47,17,34,82,67,60,75,71,94
20282,67,76,86,31,74,75,99,66,82,94
20283,96,29,98,84,64,15,19,72,81,67
20284,67,54,76,1,66,75,94,72,91,19
20285,1,39,75,64,29,76,81,69,82,74
20286,64,37,99,67,109,74,82,29,40,50
20287,107,109,1,70,57,45,25,104,64,101
20288,19,44,53,59,64,93,40,68,33,89
20289,27,35,89,57,66,39,46,24,97,8
20290,69,27,35,75,88,61,64,82,76,90
20291,58,71,40,31,76,15,8,104,103,3
20292,86,31,45,95,1,102,17,62,89,3
20293,76,89,110,58,64,11,59,102,40,74
20294,67,44,89,64,69,66,98,11,24,82
20295,60,26,12,67,109,3,58,64,20,91
20296,4,75,35,89,101,29,33,40,64,67
20297,11,19,94,69,53,40,64,52,90,1
20298,64,5,19,31,70,32,8,94,24,109
20299,82,12,34,67,40,22,64,94,54,69
20300,101,16,5,64,53,68,82,100,29,60
20301,91,76,32,72,6,69,70,64,1,47
20302,77,74,30,5,50,57,1,26,91,48
20303,10,46,64,92,24,74,70,98,32,55
20304,82,94,64,88,40,15,92,109,67,29
20305,91,66,108,74,65,94,104,15,67,40
20306,105,40,52,51,31,30,8,89,110,3
20307,24,71,101,25,91,73,41,9,107,110
20308,99,6,64,41,105,69,3,109,82,15
20309,29,67,68,15,3,32,23,4,82,44
20310,17,82,37,1,41,8,4,60,110,24
20311,60,101,74,67,71,43,94,90,15,75
20312,32,5,39,108,101,81,82,6,94,15
20313,4,92,42,8,75,29,15,20,32,50
20314,84,39,79,66,64,11,92,41,15,71
20315,76,64,99,101,44,45,108,9,67,69
20316,46,76,4,34,1,24,110,69,64,73
20317,64,89,29,84,67,86,34,31,24,9
20318,110,64,96,11,86,3,24,92,94,36
20319,77,20,65,50,73,2,109,64,59,15
20320,65,68,40,77,39,48,96,52,49,103
20321,31,91,42,65,19,74,67,66,107,11
20322,36,24,23,94,60,89,35,93,32,70
20323,12,81,29,64,19,94,24,4,101,76
20324,11,71,81,57,97,3,22,68,99,60
20325,15,19,71,64,47,67,75,16,107,82
20326,18,1,72,75,9,32,96,3,20,11
20327,6,19,15,47,72,86,74,94,103,64
20328,55,57,39,64,23,91,37,109,11,71
20329,66,11,91,73,107,75,69,4,65,86
20330,10,75,14,76,34,74,104,99,96,45
20331,67,40,15,32,39,34,91,29,35,66
20332,104,66,34,65,16,71,64,31,86,55
20333,32,9,51,96,15,61,75,41,64,72
20334,3,55,15,90,74,19,84,64,66,32
20335,100,11,1,90,68,36,42,74,39,44
20336,64,82,66,69,94,96,3,39,74,15
20337,98,110,55,64,19,94,3,105,68,90
20338,69,55,85,32,34,104,16,46,15,41
20339,108,19,69,15,102,5,68,110,94,92
20340,94,64,91,24,46,34,8,67,19,11
20341,53,41,15,75,19,28,96,98,55,42
20342,20,89,22,35,15,65,32,11,57,109
20343,96,37,59,20,57,107,64,31,8,81
20344,50,20,101,89,34,106,75,72,32,3
20345,22,32,48,15,67,97,29,75,1,91
20346,64,105,11,53,9,76,72,14,94,91
20347,72,15,107,40,69,109,19,94,65,24
20348,82,32,3,11,91,1,107,76,13,57
20349,47,16,48,70,64,89,34,94,66,104
20350,93,76,69,79,45,49,64,57,68,92
20351,86,72,56,54,75,81,82,90,16,63
20352,55,69,87,49,64,72,24,74,71,104
20353,20,65,34,103,91,50,41,70,15,6
20354,11,8,3,65,91,67,6,18,105,72
20355,24,96,15,103,94,38,3,104,6,72
20356,8,20,33,64,82,17,1,32,76,104
20357,88,64,76,72,67,94,68,4,49,44
20358,74,92,81,57,59,94,82,40,66,64
20359,38,26,31,64,60,82,15,91,3,62
20360,64,38,44,39,92,32,3,69,11,65
20361,1,40,74,64,54,19,16,82,15,107
20362,35,64,29,55,105,96,31,56,22,25
20363,9,47,95,49,30,50,64,20,8,81
20364,75,9,84,64,69,88,1,30,98,89
20365,110,76,15,90,82,88,101,27,93,48
20366,91,5,51,36,54,20,32,8,4,65
20367,44,55,81,71,2,65,64,59,104,50
20368,15,65,57,74,35,64,59,92,17,24
20369,22,26,64,41,44,15,89,90,74,103
20370,107,91,3,48,75,66,56,11,72,88
20371,24,74,73,8,69,31,109,44,64,32
20372,91,75,101,103,107,64,109,31,8,67
20373,22,49,5,24,60,34,82,64,93,3
20374,64,39,101,89,3,14,95,74,7,94
20375,5,1,86,104,32,52,82,64,67,27
20376,50,57,8,4,17,19,86,47,64,74
20377,55,74,3,60,4,58,17,99,29,15
20378,96,4,74,76,27,32,45,91,57,31
20379,39,74,35,54,49,20,53,86,64,71
20380,5,32,86,15,62,65,104,16,81,39
20381,35,3,91,76,95,90,49,9,96,34
20382,81,101,94,80,96,8,72,19,57,15
20383,105,29,28,5,31,39,94,96,3,25
20384,97,11,86,93,82,47,9,72,64,69
20385,47,57,24,110,88,91,34,8,53,90
20386,89,102,32,34,81,93,35,4,86,37
20387,101,94,69,40,64,3,67,75,6,74
20388,35,39,2,11,8,108,57,31,66,30
20389,15,29,101,64,60,1,21,5,39,73
20390,2,66,35,79,8,69,24,68,50,52
20391,33,23,103,68,8,1,92,55,13,109
20392,57,23,80,82,47,89,67,94,75,1
20393,75,1,86,78,4,2,69,32,45,13
20394,45,64,69,65,91,72,40,75,104,59
20395,5,64,71,45,15,76,12,104,74,11
20396,74,3,34,37,88,82,17,1,69,110
20397,66,82,81,3,94,24,74,40,49,35
20398,64,99,71,91,45,11,3,86,107,104
20399,76,90,67,3,22,70,39,69,17,110
20400,19,76,5,69,35,90,66,71,3,37
20401,104,1,71,15,16,89,64,66,74,101
20402,37,90,32,54,15,67,69,96,72,3
20403,75,94,29,15,40,4,52,102,66,8
20404,96,8,24,39,82,105,18,1,101,94
20405,3,49,76,40,64,89,81,67,16,66
20406,64,96,8,5,81,15,24,39,69,72
20407,42,71,31,13,57,53,94,75,73,34
20408,1,55,24,76,50,31,69,67,104,64
20409,73,71,34,81,65,94,44,90,38,40
20410,95,8,29,15,19,108,96,64,40,101
20411,49,96,104,99,15,32,94,97,72,91
20412,57,34,72,30,52,89,76,15,69,101
20413,97,46,3,71,13,32,44,54,82,73
20414,65,57,71,109,4,19,32,15,8,62
20415,24,47,69,81,86,40,54,102,75,16
20416,34,71,90,1,103,107,46,24,86,5
20417,86,32,1,110,78,101,108,109,34,29
20418,19,89,64,72,77,109,91,34,11,35
20419,8,24,32,64,82,74,103,104,3,17
20420,104,40,71,35,67,92,54,42,15,22
20421,105,74,76,44,39,35,87,20,5,72
20422,24,50,72,109,96,46,57,69,55,75
20423,94,104,40,64,3,6,52,47,20,24
20424,82,55,108,61,104,31,4,42,98,64
20425,68,32,64,70,54,1,24,15,41,103
20426,72,9,84,88,54,39,8,64,20,85
20427,54,71,104,31,75,39,11,5,74,47
20428,82,40,49,108,105,24,61,110,31,39
20429,60,24,2,109,71,72,5,73,39,75
20430,49,72,32,61,23,81,8,55,69,40
20431,47,57,31,19,81,96,107,91,64,55
20432,66,64,101,32,110,22,6,104,75,54
20433,49,107,32,39,67,11,8,60,20,109
20434,92,11,54,64,71,24,60,69,82,3
20435,69,11,57,31,96,67,29,32,86,65
20436,8,57,90,11,81,47,96,15,32,72
20437,11,44,64,96,94,46,24,60,67,109
20438,81,50,8,20,72,24,37,57,39,5
20439,104,67,75,110,27,64,52,93,97,69
20440,104,61,35,33,94,1,41,8,90,68
20441,15,88,19,94,102,40,64,67,3,43
20442,85,5,71,104,9,47,74,106,64,76
20443,29,45,39,46,40,11,86,74,66,99
20444,76,42,100,90,29,11,51,92,101,41
20445,61,95,31,107,41,47,21,10,91,29
20446,8,61,81,96,77,3,107,14,50,104
20447,90,105,70,36,15,45,69,74,46,108
20448,57,66,82,108,1,15,46,74,71,70
20449,74,18,91,44,72,32,69,65,109,64
20450,16,104,24,57,29,11,54,103,64,14
20451,42,94,66,89,15,86,22,17,74,81
20452,92,89,15,96,11,64,9,82,47,68
20453,46,81,32,66,16,86,94,40,65,74
20454,25,29,19,34,8,35,104,67,47,26
20455,104,81,64,31,32,59,86,45,71,82
20456,55,104,8,92,17,81,50,31,34,3
20457,71,34,39,10,49,3,29,103,24,9
20458,27,13,51,82,6,94,3,31,75,68
20459,71,66,81,91,65,15,99,61,26,102
20460,15,10,22,21,69,17,92,29,40,68
20461,68,19,70,64,101,54,66,26,74,75
20462,32,89,3,1,35,15,8,20,64,58
20463,97,29,79,13,8,41,101,88,109,64
20464,8,57,88,11,89,90,81,39,67,72
20465,58,15,82,76,69,11,109,72,39,47
20466,19,23,72,24,89,36,8,92,44,4
20467,91,101,34,55,69,70,64,36,43,17
20468,61,74,1,8,88,17,75,66,89,94
20469,96,74,104,84,89,12,47,66,27,15
20470,20,89,17,39,68,65,86,3,24,7
20471,75,59,89,55,104,94,86,74,61,64
20472,14,59,23,89,97,74,15,3,4,32
20473,109,4,89,15,8,91,64,42,82,46
20474,68,27,89,75,55,86,29,72,32,15
20475,60,17,14,44,74,8,96,66,64,32
20476,72,66,65,41,35,16,75,20,29,40
20477,58,53,74,12,39,104,106,64,11,71
20478,26,41,107,82,100,101,103,75,61,85
20479,75,54,8,32,31,89,101,24,40,19
20480,109,73,93,74,54,76,81,44,82,64
20481,47,61,72,15,19,59,50,96,64,14
20482,70,40,28,29,55,64,77,76,22,20
20483,96,19,86,70,64,97,110,11,15,42
20484,22,31,94,71,90,87,15,26,29,46
20485,69,72,11,89,6,85,86,9,3,48
20486,94,105,64,2,32,29,69,28,3,88
20487,19,3,64,65,94,42,39,57,2,46
20488,70,50,55,97,73,104,64,95,7,32
20489,49,79,92,82,61,75,68,1,94,19
20490,8,16,98,66,55,46,57,11,104,107
20491,64,39,107,40,105,59,46,42,19,75
20492,19,67,29,109,30,72,12,64,107,32
20493,57,29,90,54,24,75,67,106,81,52
20494,39,64,101,82,91,37,40,3,47,69
20495,64,16,31,81,39,75,89,91,71,36
20496,72,1,94,31,33,5,45,74,75,25
20497,60,55,81,74,67,51,64,6,22,19
20498,11,76,50,12,94,81,108,84,88,39
20499,65,51,68,16,76,64,40,1,3,94
20500,24,8,90,91,1,85,40,71,15,3
20501,32,39,22,62,94,72,69,8,31,43
20502,29,92,101,58,35,88,75,14,97,70
20503,3,105,8,42,88,109,49,68,47,40
20504,53,67,91,60,20,29,66,74,32,82
20505,24,87,48,59,104,81,23,22,15,69
20506,39,52,29,37,81,64,86,10,15,55
20507,42,66,15,86,73,88,61,72,68,81
20508,64,61,1,3,92,39,49,107,67,57
20509,20,71,3,40,1,39,102,24,69,110
20510,75,94,59,27,91,60,49,53,22,13
20511,64,20,72,71,12,88,94,24,59,11
20512,30,64,57,11,97,75,16,20,103,27
20513,25,11,76,110,65,21,45,64,60,101
20514,71,88,47,69,1,86,110,32,17,105
20515,56,73,3,48,81,15,66,89,52,40
20516,40,11,57,54,9,81,101,94,85,86
20517,42,8,75,27,40,41,69,22,67,24
20518,69,47,81,19,31,15,76,71,17,3
20519,45,88,55,39,106,44,64,83,109,101
20520,45,108,31,74,66,76,104,9,3,64
20521,71,39,65,106,11,72,69,110,86,64
20522,79,101,73,104,8,72,92,3,96,32
20523,3,104,32,109,74,29,94,88,64,66
20524,94,39,24,105,40,32,76,15,12,96
20525,55,39,70,69,64,90,1,107,15,103
20526,9,12,102,11,76,81,57,22,101,97
20527,22,102,66,69,64,24,29,1,84,26
20528,99,82,16,96,81,36,91,72,47,67
20529,10,64,32,29,60,39,67,1,11,88
20530,50,83,75,91,44,37,1,80,104,24
20531,90,57,82,15,106,27,74,47,40,94
20532,38,56,34,78,66,110,8,20,54,104
20533,77,87,72,88,7,47,31,81,107,39
20534,39,20,14,29,82,94,74,64,104,47
20535,32,15,91,29,3,64,24,82,88,75
20536,15,39,49,24,40,76,70,74,44,66
20537,25,47,69,19,15,75,64,71,82,68
20538,72,5,74,39,64,61,14,45,25,37
20539,3,11,15,94,40,6,28,64,76,84
20540,75,103,49,41,44,60,20,94,40,55
20541,71,44,31,20,6,11,17,59,101,104
20542,34,16,39,40,94,19,66,24,29,5
20543,20,3,65,102,72,94,104,28,31,32
20544,50,110,81,76,84,8,66,31,15,86
20545,97,28,22,24,69,64,71,11,91,47
20546,96,75,82,104,64,19,32,8,39,29
20547,59,64,27,17,96,40,31,32,24,104
20548,34,66,29,109,94,87,47,20,64,65
20549,45,64,48,19,4,1,5,69,24,39
20550,48,53,32,81,65,64,1,27,61,94
20551,55,87,24,64,36,73,20,17,2,58
20552,2,3,75,31,8,34,12,82,61,4
20553,3,35,75,86,69,71,90,20,96,31
20554,66,67,29,88,81,24,108,5,19,64
20555,90,47,82,11,25,5,59,52,20,81
20556,64,15,57,82,40,68,52,66,41,47
20557,94,15,88,76,109,65,3,96,8,58
20558,65,60,108,81,109,64,96,74,98,29
20559,70,68,57,29,32,8,31,17,5,88
20560,19,65,96,47,86,32,72,44,50,5
20561,3,8,64,16,51,35,5,110,58,53
20562,52,83,20,5,57,64,14,3,70,69
20563,35,24,92,104,27,53,54,8,71,19
20564,54,81,74,19,8,3,66,65,29,15
20565,44,88,20,29,64,24,89,81,66,17
20566,82,3,39,55,15,1,74,58,70,5
20567,31,21,12,94,2,47,107,100,1,93
20568,71,75,90,85,67,96,74,34,16,69
20569,31,27,59,61,76,5,8,86,25,52
20570,35,86,45,47,31,69,59,82,52,15
20571,13,32,41,76,1,64,34,40,4,70
20572,3,47,64,19,29,96,15,50,63,101
20573,59,90,31,28,57,40,34,72,37,94
20574,20,91,101,19,89,72,6,94,86,24
20575,91,81,47,17,32,65,35,33,12,75
20576,69,49,85,44,15,82,75,47,60,57
20577,60,29,15,31,69,96,106,34,101,80
20578,96,107,3,74,104,40,37,36,92,69
20579,25,61,54,41,13,37,84,69,28,68
20580,52,89,3,21,81,94,86,64,32,59
20581,41,31,81,68,32,50,82,39,24,72
20582,15,93,86,87,1,81,13,75,78,52
20583,75,49,44,64,23,107,68,1,11,20
20584,20,39,55,64,86,35,50,31,106,76
20585,26,35,65,44,8,9,24,72,64,88
20586,110,85,96,104,29,52,40,93,86,64
20587,96,50,9,11,15,49,81,91,22,69
20588,32,34,72,70,33,9,20,15,2,88
20589,101,18,86,15,12,96,74,4,57,11
20590,25,94,1,45,60,78,54,49,64,61
20591,76,72,3,109,58,56,102,64,91,69
20592,81,66,82,3,75,42,91,64,36,29
20593,64,25,89,74,9,75,104,1,8,69
20594,31,81,71,44,40,91,22,9,16,15
20595,70,33,69,82,34,101,57,39,15,81
20596,93,27,86,64,108,9,17,66,78,76
20597,52,32,48,40,57,82,25,101,51,91
20598,24,66,3,64,65,104,15,82,20,71
20599,91,42,32,17,55,78,54,26,25,21
20600,8,64,19,94,39,3,33,89,36,35
20601,67,19,55,35,98,97,40,72,75,69
20602,55,81,96,39,3,53,76,60,24,64
20603,99,72,19,64,3,47,103,54,82,28
20604,82,73,69,19,13,55,86,71,64,8
20605,31,91,67,3,11,1,88,96,47,81
20606,42,59,31,92,70,109,26,74,82,71
20607,11,101,20,64,49,108,46,31,104,100
20608,19,94,6,43,15,71,49,60,32,13
20609,26,15,11,40,67,50,64,8,96,34
20610,20,87,15,75,31,82,81,96,40,39
20611,25,54,69,102,91,29,103,92,49,36
20612,77,34,43,97,57,102,101,86,31,81
20613,81,96,72,73,13,53,94,40,89,59
20614,29,77,80,104,64,81,8,22,63,15
20615,82,104,38,88,108,67,61,9,72,64
20616,94,21,69,15,89,97,48,55,99,40
20617,64,53,29,91,93,57,82,74,40,94
20618,107,60,105,33,93,15,47,69,82,19
20619,34,40,11,9,94,86,76,96,74,82
20620,24,51,27,110,91,64,1,66,81,93
20621,15,1,26,47,57,68,31,6,3,91
20622,2,71,24,76,3,64,32,60,75,101
20623,8,59,74,12,76,52,69,106,40,84
20624,70,75,87,59,40,90,15,94,57,3
20625,32,72,75,104,101,31,81,69,24,91
20626,31,20,69,36,89,75,104,70,99,61
20627,66,31,53,59,62,48,35,74,81,55
20628,64,105,55,92,100,71,17,101,36,31
20629,74,47,80,29,19,70,24,103,69,16
20630,24,72,66,21,1,50,99,64,101,67
20631,104,22,5,58,82,94,29,42,105,64
20632,3,50,8,36,58,15,31,69,94,53
20633,64,61,23,31,50,49,19,44,42,75
20634,92,28,78,48,1,38,29,16,88,44
20635,74,20,32,84,69,70,64,50,85,104
20636,47,75,82,71,19,40,15,27,3,31
20637,16,54,19,37,24,51,74,106,8,96
20638,48,104,4,82,55,66,71,47,15,101
20639,75,97,36,32,29,46,25,107,82,41
20640,109,32,102,84,105,58,50,86,11,27
20641,31,3,64,8,9,24,58,29,40,39
20642,29,75,90,66,74,64,93,88,27,103
20643,29,64,41,34,88,47,15,92,94,5
20644,41,24,3,94,35,96,54,40,34,82
20645,22,81,72,55,17,101,25,96,37,54
20646,105,54,77,59,97,88,27,86,52,70
20647,59,49,73,76,101,57,64,21,71,46
20648,47,86,19,75,101,39,107,64,80,29
20649,90,70,29,91,52,72,110,39,8,4
20650,87,34,1,60,75,76,24,101,47,69
20651,101,9,102,52,53,50,62,32,8,81
20652,5,68,52,20,7,14,25,23,8,76
20653,86,15,94,60,108,99,74,21,64,3
20654,69,97,81,96,55,98,82,52,8,34
20655,77,24,27,69,68,15,2,50,91,31
20656,33,17,68,35,99,14,81,65,6,34
20657,55,32,64,75,82,65,35,76,8,104
20658,13,20,19,65,32,36,82,24,50,55
20659,73,82,64,81,32,20,67,22,69,4
20660,19,11,71,15,20,50,55,32,90,31
20661,59,69,30,90,84,40,94,52,50,24
20662,82,23,34,40,67,50,15,88,64,38
20663,101,20,106,3,75,74,96,89,82,4
20664,74,32,92,73,91,54,6,39,64,15
20665,50,42,59,13,101,35,81,52,12,40
20666,11,75,109,4,67,82,24,69,104,94
20667,15,103,47,27,57,82,68,64,8,20
20668,62,75,8,74,81,110,15,66,101,43
20669,71,81,108,20,1,86,3,91,22,70
20670,66,15,96,67,41,30,47,22,86,88
20671,24,64,42,86,70,67,50,72,74,71
20672,75,42,32,86,1,45,17,3,69,41
20673,29,75,92,94,11,71,34,40,66,82
20674,37,42,92,35,76,22,21,51,15,89
20675,20,50,51,94,1,88,67,101,3,15
20676,109,101,68,40,71,18,67,64,52,57
20677,82,76,8,85,57,11,16,3,103,34
20678,69,96,85,108,64,20,40,34,71,67
20679,65,34,66,71,67,24,74,89,72,86
20680,11,40,60,15,94,73,82,92,19,69
20681,55,9,2,58,24,6,84,57,44,75
20682,98,82,55,64,45,65,110,66,25,20
20683,74,57,69,70,64,66,15,32,58,20
20684,40,3,90,11,65,69,17,82,34,20
20685,91,74,75,89,65,66,82,59,24,76
20686,94,3,25,65,34,82,64,91,81,67
20687,66,64,53,39,71,35,24,34,82,67
20688,69,72,44,88,11,67,82,56,104,52
20689,24,82,109,55,40,96,41,89,29,35
20690,53,75,28,87,71,68,33,8,4,3
20691,73,96,81,3,25,51,24,14,48,49
20692,46,64,13,31,88,40,12,52,57,11
20693,3,15,69,39,29,24,22,19,94,12
20694,64,29,3,99,19,92,107,24,101,6
20695,1,91,93,31,11,15,87,20,24,47
20696,29,97,31,52,69,3,9,49,17,68
20697,24,94,12,48,63,39,34,93,9,67
20698,69,84,75,24,97,82,19,3,64,67
20699,24,61,64,82,86,76,75,8,3,39
20700,50,5,91,12,11,57,16,15,71,29
20701,86,15,71,82,67,19,94,40,52,74
20702,69,85,86,15,109,46,75,39,99,35
20703,64,67,69,5,77,84,81,96,108,40
20704,69,8,46,31,3,82,40,64,42,57
20705,15,64,40,67,109,49,39,107,59,69
20706,47,32,57,1,15,52,109,20,5,24
20707,108,89,91,72,28,24,79,19,82,64
20708,24,49,15,69,64,25,81,44,104,105
20709,22,11,39,94,89,29,64,47,24,19
20710,24,94,69,76,46,64,109,20,84,66
20711,1,24,19,37,70,74,26,8,14,68
20712,8,94,104,3,66,5,84,36,107,96
20713,5,94,72,75,8,36,88,64,91,67
20714,74,64,91,86,31,56,52,32,82,75
20715,75,42,40,72,3,15,49,81,86,107
20716,51,64,67,88,1,104,5,8,34,91
20717,30,97,63,64,56,105,69,75,94,66
20718,69,74,75,3,72,41,22,82,30,91
20719,26,45,41,1,39,81,108,96,105,91
20720,8,56,15,87,27,69,11,20,76,6
20721,34,82,25,103,109,15,79,65,96,69
20722,88,40,76,102,27,34,81,69,1,99
20723,66,101,74,64,3,42,22,24,18,32
20724,9,47,71,8,76,44,64,55,50,89
20725,69,24,29,47,86,66,67,58,74,109
20726,8,76,65,75,44,15,5,43,1,94
20727,82,53,86,24,89,20,3,22,5,104
20728,24,49,104,107,50,84,3,40,81,16
20729,52,40,58,26,74,64,76,55,25,66
20730,107,82,88,24,66,89,69,64,29,3
20731,32,82,14,3,13,20,101,110,92,75
20732,81,19,85,55,74,49,8,102,45,33
20733,40,52,24,90,49,7,48,32,60,72
20734,94,24,29,60,64,86,96,65,68,3
20735,64,3,54,104,15,82,24,47,109,59
20736,46,86,34,26,101,41,82,15,65,24
20737,32,67,84,60,82,8,47,96,51,31
20738,47,30,59,70,52,46,20,68,35,82
20739,66,94,34,77,57,18,54,24,74,20
20740,19,34,5,77,44,81,35,8,29,57
20741,21,101,24,67,47,74,92,64,8,31
20742,49,47,61,85,28,68,3,64,65,91
20743,7,100,47,11,15,82,87,2,18,3
20744,58,60,102,39,75,17,11,71,59,42
20745,32,109,3,25,67,35,108,15,82,8
20746,34,5,64,84,43,97,94,70,56,3
20747,17,96,66,57,99,32,81,7,75,22
20748,64,59,29,7,50,27,40,15,36,91
20749,57,55,30,20,106,50,15,1,67,8
20750,82,19,71,58,24,70,88,15,8,89
20751,74,8,38,21,60,53,64,46,102,99
20752,54,9,88,64,102,75,76,24,65,69
20753,45,1,76,24,36,75,15,67,10,19
20754,75,59,94,37,76,48,67,64,69,40
20755,15,54,66,80,64,74,88,48,39,29
20756,55,19,29,43,74,77,69,67,31,88
20757,8,16,15,40,52,34,19,82,92,89
20758,42,48,39,6,65,74,66,69,106,22
20759,9,8,49,75,3,82,69,88,54,38
20760,55,97,11,101,69,102,75,57,20,8
20761,31,24,96,98,55,100,73,86,16,53
20762,48,65,81,25,13,39,67,59,17,55
20763,5,86,102,74,19,66,6,3,15,104
20764,59,37,99,40,39,50,90,48,67,102
20765,16,72,91,80,15,66,24,109,67,29
20766,27,81,64,94,19,24,69,82,42,3
20767,24,94,76,93,89,34,39,57,72,99
20768,59,48,96,14,15,32,52,57,27,64
20769,101,15,40,94,19,75,49,99,82,20
20770,82,3,75,90,6,19,42,66,24,1
20771,85,20,1,69,64,109,82,34,71,39
